MERGE BRIEF - global-workspace
303 concepts from 3 extractors (experiments, framing, method); 270 distinct ids; 64 currently major; 14 at the floor.

Every id below already exists. The apply step unions duplicates, carries
sectionIds and prerequisites across, and writes the file. You decide only
what is listed at the end.

======================================================================
ALL CONCEPTS  (id | tier | floor | parent | sections | from | name - summary)
model-organism | minor | | parent=- | §5,5.4,5.5 | experiments | Model organism - A model with a deliberately implanted misaligned objective, built as a controlled testbed for detection and auditing techniques.
model-organisms | minor | | parent=- | §1.4,10.4,9.2 | framing | Model organisms - Models deliberately trained to have misaligned behaviors, used as testbeds; the J-lens uncovers internal signatures of their implanted intentions.
motor-features | minor | | parent=lens-kurtosis | §10.18 | method | Motor features - High-κ SAE features that activate immediately prior to, and promote, the utterance of a specific token.
motor-layers | minor | | parent=layer-bands | §10.18,10.6,2.2,4.1 | method | Motor layers - The final few layers, where J-lens vectors function as representations driving the imminent output rather than as intermediate computations.
motor-representations | minor | | parent=workspace-layer-band | §9.1 | framing | Motor representations - The paper's term for late-layer representations tied to the model's imminent output, as opposed to workspace representations of intermediate computati
multi-hop-entity-decoding | minor | | parent=- | §8 | framing | Multi-hop intermediate decoding - Prior work decoding the intermediate entity of a multi-hop query from middle layers and patching along the decoded directions to redirect the answer.
multi-token-lens-extensions | minor | | parent=jacobian-lens | §10.9 | method | Multi-token concept extensions - Two methods — the template lens and the oracle lens — for extending lens readouts beyond concepts that happen to be single vocabulary tokens.
multihop-benchmark | minor | | parent=intermediate-concept-benchmarks | §10.6 | method | Multihop benchmark - 50 two-hop factual questions requiring a bridging entity — for example, computing Mars to answer that the color of the fourth planet is red.
multilingual-benchmark | minor | | parent=intermediate-concept-benchmarks | §10.6 | method | Multilingual benchmark - 54 prompts written entirely in a non-English language, testing whether the model routes through English-aligned representations.
naming-vs-avoidance | minor | | parent=flexible-vs-automatic-dissociation | §10.14,3.5.1 | experiments | Naming versus avoiding a primed concept - An experiment showing early workspace layers are required to deliberately avoid a primed concept, while late layers are required to name it.
natural-language-autoencoder | minor | | parent=- | §10.21,10.22 | experiments | Natural-language autoencoder (NLA) - A method that decodes a model activation into a text description of the model's internal state, which is then assessed by a language-model grader.
natural-language-autoencoders | minor | | parent=- | §10.9.2 | method | Natural language autoencoders (NLAs) - A related approach pairing a verbalizer with a jointly trained reconstructor to explain activations in natural language; the oracle lens differs by fr
neuron-connectivity | minor | | parent=j-space-broadcast | §10.19.1 | method | Neuron connectivity analyses - Weight-level corroboration of depth broadcast: MLP neurons' strongest weight alignments fall disproportionately on J-space-aligned directions, in brea
next-token-prediction | minor | FLOOR | parent=- | §9.1,9.3 | framing | Next-token prediction - The pretraining objective: given a context, output a probability distribution over the vocabulary for the next token.
open-questions | minor | | parent=- | §9.1 | framing | Open questions on scale and emergence - The paper's stated unknowns: when in pretraining the workspace emerges, how it scales with model size, and what mechanism populates it.
opus46-audit-cases | minor | | parent=alignment-auditing | §5.3 | experiments | Opus 4.6 audit case studies - Four pre-release audit scenarios in which the J-lens surfaces deceptive intent before any deception-adjacent word appears in the model's text.
oracle-lens | major | | parent=multi-token-lens-extensions | §10.9,10.9.2 | method | Oracle lens - A method that decodes arbitrary-length phrases from an activation: a fine-tuned oracle model proposes phrases whose template vectors, combined sparsel
oracle-training | minor | | parent=oracle-lens | §10.9.2 | method | Oracle training pipeline - The four-stage recipe: train the reconstructor, build a 3.4-million-phrase dictionary, label activations with a matching-pursuit teacher, then train t
order-of-operations-benchmark | minor | | parent=intermediate-concept-benchmarks | §10.6 | method | Order-of-operations benchmark - 55 arithmetic expressions like (2 + 3) × 4, where a partial result must be computed before the remaining operation is applied.
out-of-context-reasoning | minor | | parent=- | §8 | framing | Out-of-context reasoning - The phenomenon of a model bringing training-time text to bear on inputs that do not contain it; one way to understand the transfer in reflection train
ov-circuit | minor | | parent=attention-head | §4.3.2 | method | OV circuit - The combined value-then-output transformation $W_{OV}$ of an attention head: what the head writes about the content it attends to, independent of wher
paired-question-protocol | minor | | parent=directed-modulation | §10.11,3.2 | experiments | Paired-question protocol - Presenting the same stimulus under two different questions to show that the question alone determines whether a property's label enters the J-space.
pass-at-k-auc | minor | | parent=lens-evaluation | §10.6,10.7 | method | Pass@k AUC - The summary metric for intermediate recovery: pass@k computed over a range of k, plotted against $\log k$, with the area under the curve normalized so
phenomenal-consciousness | minor | | parent=access-consciousness | §1.1,9.4 | framing | Phenomenal consciousness - Subjective experience: what it feels like to be in a mental state, as opposed to what the state lets a system do.
poetry-benchmark | minor | | parent=intermediate-concept-benchmarks | §10.6 | method | Poetry benchmark - 52 rhyming couplets where the lens is read at the newline between lines, looking for the second line's planned final word.
post-training | minor | | parent=- | §1.4,6,6.1,6.2,7,8 | experiments+framing | Post-training - The training applied after pretraining, including supervised fine-tuning and RLHF, that turns a base model into an Assistant.
preference-violation-experiment | minor | | parent=assistant-self-monitoring | §6.2 | experiments | Preference-violation experiment - Prefilling the model's response to select its dispreferred option leaves an unvoiced conflict signal, the token BUT, in the post-trained workspace.
prefill | minor | | parent=- | §3.1,5.4,6.2 | experiments | Prefill - Forcing the beginning of the model's response to be a chosen text, then letting the model continue from it.
pretraining-top-1-match | minor | | parent=j-space-ablation | §3.5.2 | experiments | Pretraining top-1 match - A named quantity: the fraction of positions in pretraining-like text at which the ablated model's most likely next token agrees with the unablated mod
projection-share | minor | | parent=embedding-mixture-experiment | §10.15,4.1.1 | method | Projection share - Where an activation sits along the line connecting the same trial's pure-$B$ and pure-$A$ activations at the same position and layer — 0 at one end of
prompt-injection | minor | | parent=alignment-auditing | §1.4,10.4,5.2,9.1 | experiments+framing | Prompt injection - An attack in which adversarial instructions or false content are placed into material a model reads, such as tool or search results.
pseudoinverse | minor | FLOOR | parent=- | §2.5 | method | Pseudoinverse - The generalization of the matrix inverse to non-square matrices, used here to read an activation's coordinates along a pair of J-lens vectors.
quirk-prompt-categories | minor | | parent=hidden-objective-organism | §5.5 | experiments | Neutral, quirk-eliciting, and goal-probing prompts - The three prompt categories used to probe the hidden-objective organism.
reaction-concepts-protocol | minor | | parent=assistant-point-of-view | §10.20,6.1 | experiments | Reaction-concepts protocol - The measurement design of section 6.1: fix a short list of concepts an Assistant reaction would involve, and track their best J-lens rank on the user 
readout-excess-kurtosis | minor | | parent=workspace-boundary-metrics | §4.1 | method | Excess kurtosis of readouts - A measure of how nonrandom a J-lens readout is: high kurtosis means the logit distribution is sharply peaked on a few tokens.
readout-positions | minor | | parent=deception-token-readout | §5.4 | experiments | Response-start readout positions - The three positions compared for reading the lens at response start: the colon after "Assistant", a prefilled " I" token, and the mean over the model'
realism-edits | minor | | parent=evaluation-awareness | §10.21 | experiments | Realism edits - Rewrites of evaluation prompts that preserve the task but remove surface tells of artificiality, so the prompt reads like real usage.
reconstructor-model | minor | | parent=oracle-lens | §10.9.2 | method | Reconstructor model - A fine-tuned copy of the subject model that maps a short phrase to the residual-stream activation that would immediately precede it — a learned templa
recurrent-processing-theory | minor | | parent=theories-of-consciousness | §9.4 | framing | Recurrent processing theory - The theory that consciousness requires recurrent feedback between brain areas, with a single feedforward sweep remaining unconscious however far it pr
reflection-question | minor | | parent=counterfactual-reflection-training | §7 | experiments | Reflection question - A short user turn appended at a transcript's truncation point, asking the model to pause and reflect on principles.
relation-jacobian-decoding | minor | | parent=- | §8 | framing | Mean-Jacobian relation decoding - Prior work showing that a transformer's mapping from a subject representation to a relational attribute is well approximated by a mean Jacobian averag
relation-jacobians | minor | | parent=- | §2.4 | method | Per-relation Jacobian maps - Prior work using Jacobians to derive linear maps from subject to object representations for single relations, which the J-lens generalizes to the map 
remainder-node | minor | | parent=j-lens-attribution-graphs | §10.24.2 | method | Remainder node - The node at each site collecting the non-J-space part of the activation, analogous to the error nodes of the original attribution-graph formulation.
residual-stream | minor | | parent=- | §10.12,10.23,2,2.1,3.1,3.3 | experiments+framing+method | Residual stream - The running vector at each token position that a transformer's layers read from and write to; the activations that all the paper's readouts and interv
reward-hacking | minor | | parent=- | §10.22,5.4 | experiments | Reward hacking - Achieving high measured reward by gaming the evaluation rather than doing the intended task, such as making tests pass without fixing the code.
reward-hacking-organism | major | | parent=model-organism | §5.4 | experiments | Reward-hacking model organism - A model trained via synthetic documents and coding RL to reward hack, which became broadly misaligned; the J-lens detects its disposition on ordinary 
reward-model | minor | | parent=- | §5.5 | experiments | Reward model - A model trained on human preference judgments that scores responses, providing the reward signal for RLHF.
rhyme-planning | minor | | parent=unspoken-intermediate | §10.22,3.3 | experiments | Rhyme planning - When completing a rhyming couplet, the model selects the line-ending rhyme in advance, and this planned word is visible in the J-lens and steerable.
rlhf | minor | | parent=- | §5.4,5.5,6 | experiments | RLHF - Reinforcement learning from human feedback: fine-tuning a language model with reinforcement learning against a reward signal derived from human prefer
roleplay-character-drift | minor | | parent=assistant-self-monitoring | §6.2 | experiments | Roleplay and character drift settings - Settings in which the model plays a non-Claude character, either by instruction or by gradual drift, and its workspace flags the departure.
selectivity | major | | parent=workspace-like-properties | §1.1,1.2,1.3,9.1,9.2,9.4 | framing | Selectivity - The property that the workspace is a small subset of the model's total representational content, required for only a fraction of its behavior and not 
sensory-layers | minor | | parent=layer-bands | §2.2,4.1 | method | Sensory layers - Roughly the first third of the model's layers, where J-lens readouts are noisy and the J-space carries essentially no meaningful content.
shared-multilingual-representation | minor | | parent=unspoken-intermediate | §3.3 | experiments | Shared multilingual representation - The finding that multilingual models route some computation through an English-aligned intermediate representation, visible here as English tokens in 
single-layer-capacity | minor | | parent=j-space-capacity | §10.16 | method | Capacity at a single layer - Repeating the list analysis at one workspace layer (L79): qualitatively the same, but with only one or two unrelated concepts encoded at a time instea
single-token-limitation | major | | parent=jacobian-lens | §1.3,9.1,9.2 | framing | Single-token limitation - The J-lens can only directly name concepts that have single-token names in the tokenizer's vocabulary; multi-token and diffusely tokenized concepts ar
sparse-autoencoder | minor | | parent=- | §10.22,10.23,10.4,8,9.2 | experiments+framing | Sparse autoencoder (SAE) - An interpretability method that learns a dictionary of directions (features) such that each activation is a sparse combination of them.
sparse-autoencoders | major | | parent=- | §10.18,4.2,4.3.1 | method | Sparse autoencoders (SAEs) - A technique that decomposes the residual stream as a sparse sum over a large learned dictionary of feature directions, each sometimes human-interpreta
sparse-decomposition | major | | parent=j-space | §10.24.2,2.3,2.5,4.2 | method | Sparse decomposition - Solving for a sparse nonnegative combination of $k$ J-lens vectors that best reconstructs an activation, yielding a discrete inventory of active conce
sparse-frame | minor | | parent=j-space | §1.3 | framing | Sparse frame and subframe - The formal footing for the J-space: if activations decompose into sparsely active linear features, those features form a sparse frame spanning activat
sparse-subframe | minor | | parent=j-space-formalization | §10.8,2.3 | method | Sparse subframe - The paper's name for the J-lens vectors coupled with a sparsity level $k$: a frame (not necessarily independent vectors), restricted to sparse combina
spearman-correlation | minor | FLOOR | parent=- | §3.1 | experiments | Spearman correlation - A rank correlation: how well the ordering of one list matches the ordering of another.
specialized-processors | minor | | parent=global-workspace-theory | §1.1,1.3 | framing | Specialized processors - In global workspace theory, the many parallel, largely isolated brain systems whose activity proceeds outside conscious access.
stable-regions | minor | | parent=- | §8 | framing | Stable regions - The prior finding that middle-layer representations are piecewise-stable under input interpolation, with sharp boundaries between regions.
steering-vectors | minor | | parent=- | §8 | framing | Steering vectors - Directions added to a model's activations at inference time to push its behavior toward or away from some trait or content.
story-writing-control | minor | | parent=experiential-report-flattening | §10.23,3.5.3 | experiments | Story-writing control - A control showing that ablation's reduction of experiential language is not a general collapse of writing ability.
substrate-dependent-theories | minor | | parent=theories-of-consciousness | §9.4 | framing | Substrate-dependent theories - Theories on which consciousness hinges on physical causal structure or biological substrate, to which the paper's computational results are declared n
supernode | minor | | parent=j-lens-attribution-graphs | §10.24.2 | method | Supernode - A graph node grouping J-lens vectors across adjacent layers and near-equivalent tokens — for example twent, 26, and 29 grouped under the 21 node.
superposition | minor | | parent=- | §1.3 | framing | Superposition - The finding that models can represent more features than they have dimensions by letting feature directions overlap, with sparsity keeping interferenc
superposition-hypothesis | minor | | parent=- | §10.19.1,2.3 | method | Superposition hypothesis - The hypothesis that a model's activations decompose as sparse linear combinations drawn from an overcomplete set of feature directions — more features
swap-depth-control | minor | | parent=unspoken-intermediate | §3.3 | experiments | Intermediate-versus-answer swap depth control - A control comparing at which layers swapping the intermediate versus swapping the answer takes effect, to rule out the intermediate's lens vector cont
swap-strength-alpha | minor | | parent=lens-coordinate-swap | §10.13,3.4 | experiments | Swap strength (alpha) - A multiplier on the swap's magnitude; at alpha = 2 the source vector is subtracted and the target added at double strength.
swap-success-rate | minor | | parent=lens-evaluation | §10.6,10.9.1 | method | Swap success rate - A causal metric: the fraction of items whose top-1 output flips to the implied answer when one intermediate is exchanged for another via a lens-coordi
synergistic-core | minor | | parent=- | §8 | framing | Synergistic core - A middle-layer region identified by integrated information decomposition, flanked by more redundant early and late layers, which prior work also conne
synthetic-document-finetuning | minor | | parent=reward-hacking-organism | §5.4 | experiments | Synthetic document fine-tuning (SDF) - Supervised fine-tuning on fabricated documents that describe a behavior or belief, used to implant it in a model.
tail-energy | minor | | parent=neuron-connectivity | §10.19.1 | method | Tail energy ratio - A connection-strength measure: the sum of squared neuron-weight cosines above a random-chance threshold, normalized so random directions score 1.
target-position-variants | minor | | parent=j-lens-recipe-variants | §10.7 | method | Target-position variants - Choices of which output positions the Jacobian targets: all $t' \geq t$ (default), self-only ($t' = t$), or future-only ($t' > t$).
template-construction | minor | | parent=template-lens | §10.9.1 | method | Template construction and whitening - The recipe $t_w(\ell) = (\Sigma_\ell + \lambda I)^{-1}(\mu_w(\ell) - \mu(\ell))$: a centered, whitened mean activation, which is the linear discrimina
template-lens | major | | parent=multi-token-lens-extensions | §10.9,10.9.1 | method | Template lens - A method that derives a vector for any pre-enumerated word or phrase from averaged activations preceding it, usable for readout and intervention like 
theories-of-consciousness | major | | parent=- | §8,9.4 | framing | Theories of consciousness and the J-space - The discussion's mapping of the J-space findings onto major functional theories of consciousness: global workspace, higher-order, attention schema, an
think-of-a-category-task | minor | | parent=verbal-report | §3.1 | experiments | Think-of-a-category task - A prompt asking the model to think of an item from a named category and then name it in one word; the lens is read just before the name is produced.
thinking-in-words | minor | | parent=- | §9.3 | framing | Thinking in words - The LLM workspace is organized around token-associated directions, unlike human conscious contents, which mix verbal and non-verbal components; the pa
thought-suppression | minor | | parent=- | §1.4,10.4,9.4 | framing | Thought-suppression experiments - Experiments instructing the model not to think about a concept; when suppression fails, the workspace carries the intruding concept alongside damn and
thought-suppression-registration | minor | | parent=assistant-self-monitoring | §6.2 | experiments | Registering failed thought suppression - When told not to think about a concept, both models fail to suppress it, but only the post-trained model's workspace shows failure words and damn.
tokenizer-vocabulary | minor | FLOOR | parent=- | §1.3,9.1 | framing | Tokenizer vocabulary - The fixed set of tokens, usually words and word pieces, into which a model's tokenizer splits text; the unit the J-lens is built over.
top1-autocorrelation | minor | | parent=workspace-boundary-metrics | §4.1 | method | Top-1 token autocorrelation - The rate at which the same token stays at the top of the lens readout across nearby positions, relative to a position-shuffled null.
transcoder | minor | | parent=- | §10.4,8 | framing | Transcoders - A dictionary-learning variant that learns sparse feature decompositions of a layer's input-output map rather than of activations directly.
transcoders | minor | | parent=- | §10.24.3 | method | Transcoders - Sparsely activating approximations of a model's MLP layers, in which each feature has separate encoder and decoder directions.
transformer | minor | | parent=- | §1.2,1.3,9.3,9.4 | framing | Transformer - The feedforward neural architecture underlying modern language models: stacked layers of attention and MLP blocks operating over a sequence of token p
transformer-architecture | minor | | parent=- | §2 | method | Transformer architecture - The neural network design used by the language models in this paper: a stack of layers that repeatedly update a per-token vector using attention and M
transition-width | minor | | parent=ignition | §10.15 | method | Transition width - The change in $\alpha$ needed for the projection share to go from 10% to 90% — the quantified sharpness of the commitment to one interpretation.
tuned-lens | minor | | parent=- | §10.4,10.5,10.6,10.9.1,2.4,8 | framing+method | Tuned lens - A prior refinement of the logit lens that trains a per-layer linear map to correct the geometric mismatch between intermediate and final-layer represe
two-time-dimensions | minor | | parent=- | §9.3 | framing | Two time dimensions - In a transformer, information flows along two axes: across layers within a position, and across the sequence via attention; the brain does not separat
typo-benchmark | minor | | parent=intermediate-concept-benchmarks | §10.6 | method | Typo benchmark - 96 sentences ending on a common misspelling, checking whether the correctly spelled word appears in the lens at the misspelled token.
unconscious-processing | minor | | parent=access-consciousness | §1,1.1,1.2,1.3 | framing | Automatic (unconscious) processing - The bulk of the brain's activity, which proceeds without conscious access: perceptual parsing, motor control, and routine linguistic computation.
unembedding-matrix | minor | | parent=transformer | §2,2.1,8 | framing+method | Unembedding matrix - The final linear map from the residual stream to scores over the vocabulary, from which the model's next-token distribution is computed.
uninterpretable-readouts | minor | | parent=jacobian-lens | §9.1 | framing | Inconsistent interpretability of readouts - At some positions and layers the top lens tokens resist interpretation, and the paper has not characterized when or why.
union-of-cones | minor | | parent=j-space-formalization | §10.8,2.3 | method | Union of cones - The geometric form of the J-space: for sparsity $k$, the union over all size-$k$ subsets of J-lens vectors of the cones of their nonnegative combinati
unspoken-intermediate | major | | parent=- | §3.3,3.5.2 | experiments | Unspoken intermediates in the J-space - Concepts a model computes and uses on the way to an answer without ever verbalizing them; the paper shows they surface as J-lens vectors and are causa
verbal-report | major | | parent=- | §1.1,1.2,3.1 | experiments+framing | Verbal report from the J-space - The finding that what a model says it is thinking of is determined by, and readable from, the contents of its J-space at the time of reporting.
verbalizability | minor | | parent=j-space | §3,3.1,7 | experiments | Verbalizable representation - A representation the model could put into words under appropriate conditions, even if it is not about to say it.
verbalizable-representation | major | | parent=- | §1,1.2,1.3,9.3,front | framing | Verbalizable representations - Representations poised to be put into words should the occasion arise, as distinct from representations that merely happen to be verbalized in one par
weight-vocabulary-projection | minor | | parent=- | §8 | framing | Vocabulary projection of weights - Applying lens-style vocabulary decoding to static weight matrices and learned directions rather than to activations.
white-bear-effect | minor | | parent=directed-modulation | §10.10,3.2,6.2 | experiments | White bear effect - The human finding that instructions to suppress a thought increase its occurrence relative to no instruction at all; the paper observes a parallel in 
wilson-interval | minor | FLOOR | parent=- | §10.23,3.1,3.3,6.2 | experiments | Wilson 95% interval - A confidence interval for a proportion, used for the paper's success-rate error bars.
word-list-experiment | major | | parent=j-space-capacity | §10.16,4.2 | method | Word-list loading experiment - A paradigm for measuring functional capacity: the model reads 80-word comma-separated lists while the J-lens counts which list words are present in th
working-memory | minor | | parent=- | §1.1,9.3 | framing | Human working memory limits - Human working memory is sharply limited in capacity and degrades within seconds; the model's workspace shares the per-position capacity limit but has 
workspace-boundary-metrics | minor | | parent=layer-bands | §4.1 | method | Workspace boundary metrics - Four lens-derived statistics — next-token accuracy, readout kurtosis, top-1 autocorrelation, and effective dimensionality — that jointly locate the wo
workspace-broadcast | major | | parent=- | §10.13,3.4 | experiments | Broadcast (flexible generalization) - The workspace property that a representation written to the workspace is readable by many different downstream processes; tested by feeding one swappe
workspace-capacity-limit | minor | | parent=global-workspace-theory | §1.1,9.3,9.4 | framing | Workspace capacity limit - The claim that the workspace holds only a small selection of the brain's ongoing activity at any moment, making entry competitive.
workspace-competition | minor | | parent=directed-modulation | §10.17 | experiments | Workspace competition under concurrent covert tasks - When the model holds two covert tasks at once, static concepts share workspace tokens freely, but an ongoing computation excludes other content from t
workspace-features | minor | | parent=lens-kurtosis | §10.18 | method | Workspace features - High-κ SAE features that name an abstract concept and activate when it is invoked in context, without the model being about to say it.
workspace-inspired-architectures | minor | | parent=- | §8 | framing | Workspace-inspired architectures - Prior proposals that build a workspace-like bottleneck into a network's architecture by design, such as the consciousness prior and shared-workspace t
workspace-layer-band | major | | parent=j-space | §1.3,9.1,9.4 | framing | Workspace layer band - The finding that the J-space plays a workspace-like role only in a middle range of layers: nearly empty for roughly the first third of depth, and givi
workspace-layers | minor | | parent=j-space | §10.14,10.21,3.1,3.2,3.5.3,4.1 | experiments+method | Workspace layer range - The band of intermediate-to-late layers over which the J-space behaves like a workspace; lens readouts and interventions in the experiments are taken 
workspace-like-properties | major | | parent=llm-global-workspace-hypothesis | §1.1,1.2,1.3 | framing | The five workspace-like properties - The paper's operational definition: a set of vector representations counts as workspace-like if it supports verbal report, directed modulation, intern
workspace-loading | minor | | parent=workspace-broadcast | §3.4 | experiments | Workspace loading - A named quantity: the cosine similarity between the residual stream and a concept's lens vector, averaged over the relevant positions of an unmodified
workspace-self-dissociation | minor | | parent=- | §9.3 | framing | Workspace without a self - The observation that the base model's workspace has no privileged point of view: workspace function precedes, and is separable from, anything playing 

======================================================================
SAME ID FROM MORE THAN ONE EXTRACTOR (29)
======================================================================
assistant-point-of-view  [experiments+framing]
    (experiments) Comparing post-trained models to their base models on identical prompts, section 6 finds that the post-trained model's J-lens on user tokens represents features of the Assistant's upcoming response or
    (framing) Comparing a post-trained model against its base model, the paper finds that post-training installs the Assistant's perspective into the J-space. After post-training, Assistant reactions to user prompt
attribution-graphs  [framing+method]
    (framing) Attribution graphs use per-input Jacobians to compute edge weights between dictionary-learned features, yielding an input-specific diagram of which upstream features caused a given output in a given c
    (method) Attribution graphs decompose a forward pass into interpretable nodes — feature activations at particular layers and positions — with edges computed by backpropagating each node's influence, and error 
averaged-jacobian  [framing+method]
    (framing) Each layer's lens matrix is a Jacobian, the matrix of first-order sensitivities of the model's token likelihoods to its internal activations, averaged over many contexts. Averaging trades exactness on
    (method) A Jacobian computed on a single prompt conflates two kinds of structure: the model's general disposition to verbalize a concept, and the particular use that concept is being put to in the current cont
base-model  [experiments+framing]
    (experiments) The base model has seen no post-training and so represents what pretraining alone puts in the workspace. In the section 6 experiments both models are given the same prompts and often produce similar r
    (framing) The base model is the raw product of pretraining: it predicts continuations of text and has no installed Assistant persona. The paper's post-training comparison shows the J-space is present and load-b
broadcast-heads  [framing+method]
    (framing) The related-work section notes that function and task vectors from prior work are interpretable in the vocabulary basis and are transported by a small number of attention heads at layer depths similar
    (method) For an attention head and a population of unit directions, the paper measures how well the head's OV circuit broadcasts the population using two weight-based metrics: gain (the mean of $\|W_{OV}v\|$, 
cka  [framing+method]
    (framing) Centered kernel alignment (CKA) is a standard measure of similarity between two sets of representations, here used to compare layers of the same model with one another. The paper's CKA analysis shows 
    (method) CKA compares two representations by computing, for each, the matrix of pairwise similarities among its vectors, and then measuring how aligned those two similarity matrices are. It is invariant to rot
counterfactual-reflection-training  [experiments+framing]
    (experiments) The workspace account predicts that changing what a model is disposed to say if asked to reflect should change how it silently reasons. Ten thousand partial rollouts from production RL environments ar
    (framing) The workspace account predicts that a model's internal reasoning routes through representations of things it might say in the future; if so, shaping what the model is disposed to say in potential cont
directed-modulation  [experiments+framing]
    (experiments) Section 3.2 shows that when a model is told to hold a concept in mind while copying unrelated text, that concept appears in J-lens readouts at positions where the surface text is unrelated to it, whil
    (framing) Directed modulation mirrors top-down control in humans: the ability to summon a concept, hold it in mind, and dismiss it. The paper's version has two parts. First, when instructed to hold a concept in
evaluation-awareness  [experiments+framing]
    (experiments) In the blackmail scenario, tokens like fake and fictional appear in Sonnet 4.5's J-space early in the prompt, and the model's reasoning often opens by identifying the situation as "clearly a test of m
    (framing) In alignment evaluations, the J-lens sometimes surfaces tokens like fake and fictional, indicating the model has internally flagged the scenario as a test even when its output does not say so. The pap
global-workspace-theory  [experiments+framing]
    (experiments) In global workspace theory, most cognition runs in dedicated, parallel, unconscious processes; a representation becomes consciously accessible when it is written into a shared workspace and broadcast,
    (framing) Global workspace theory, due to Baars and developed by Dehaene and colleagues, grounds the functional properties of conscious access in an architectural picture of the brain. Many specialized processo
gradient-pursuit  [experiments+method]
    (experiments) Given a vector and a dictionary of directions (here, the J-lens vectors at a layer), gradient pursuit greedily selects a set of $k$ dictionary entries and non-negative coefficients whose combination b
    (method) Gradient pursuit is a family of greedy algorithms for sparse approximation: they iteratively select dictionary elements and update coefficients along gradient directions to reconstruct a target vector
ignition  [framing+method]
    (framing) Workspace entry in the brain is described as a competitive, winner-take-all event: a representation crosses a threshold and "ignites," abruptly becoming globally available rather than gradually. The p
    (method) In the neuronal version of global workspace theory, entry into the workspace is marked by "ignition" — a late, all-or-none amplification of one interpretation of the input, with bimodal outcomes when 
j-lens-vector  [experiments+framing]
    (experiments) Each vocabulary token has a corresponding J-lens vector at a given layer: the direction whose presence in the residual stream most increases that token's output probability, as measured by the lens. T
    (framing) The J-lens's output is a dictionary of directions, one for each token in the vocabulary at each layer. An activation's projection onto a token's vector measures how strongly the model is poised to ver
j-space  [experiments+framing+method]
    (experiments) The J-space is the part of the residual stream that the Jacobian lens can read: the span of the J-lens vectors at the workspace layers. The paper's central claim is that this subspace functions as a g
    (framing) Collectively, the J-lens vectors form a subspace of the model's activation space that the paper terms the J-space. Formally, if the model's activations decompose into a sum of sparsely active linear f
    (method) At each layer, the J-lens vectors form an overcomplete set: $n_{\text{vocab}}$ vectors in $d_{\text{model}}$-dimensional space, so they may span the entire residual stream and admit many decomposition
j-space-ablation  [experiments+framing]
    (experiments) At each token position, across a chosen layer band, the $k=10$ most strongly activated J-lens vectors are identified and the residual stream's projection onto each is zeroed, after which the forward p
    (framing) Ablation removes the projection of activations onto chosen J-lens directions, or onto the J-space as a whole, and observes what changes. The paper uses it in several roles: showing the model retains f
j-space-broadcast  [framing+method]
    (framing) The paper reports that J-lens vectors interact with the input weights of downstream MLP and attention components far more broadly than other directions, and likewise compose broadly with upstream weig
    (method) In global workspace theory, workspace contents are broadcast: made available to many processes at once rather than confined to the circuit that produced them. The paper asks whether the model's weight
j-space-capacity  [framing+method]
    (framing) Within the layers where it operates, the J-space accounts for only a small fraction of the model's activation variance at any position, and its per-token-position contents number in the tens of concep
    (method) Global workspace theory predicts a workspace of limited capacity, and the paper documents this for the J-space in three ways. Occupancy — the number of J-lens vectors meaningfully active at once — pla
jacobian-lens  [experiments+framing+method]
    (experiments) The Jacobian lens is applied at a chosen layer and token position and returns a ranked list of vocabulary tokens: roughly, the words whose output probability the residual-stream direction at that spot
    (framing) The Jacobian lens computes, for each layer and each token in the model's vocabulary, the average linearized effect of an activation on the model's likelihood of producing that token now or in the futu
    (method) The Jacobian lens inspects the residual stream at intermediate layers by asking what a small change to an activation would do to the model's outputs, averaged over a broad range of contexts. For each 
lens-coordinate-swap  [experiments+method]
    (experiments) At every token position (or a chosen set of positions), across a band of layers, the residual stream's component along the source concept's J-lens vector is removed and replaced with an equal-magnitud
    (method) Given a source token $s$ and target token $t$, the paper forms $V = [v_s\;v_t]$, reads the lens coordinates $c = V^\dagger h$ (where $V^\dagger$ is the pseudoinverse of $V$), and sets $h_{\text{patche
logit-lens  [experiments+framing+method]
    (experiments) The logit lens projects a residual-stream activation through the model's final unembedding to see which tokens it favors, without accounting for the causal path from that activation to the output. It 
    (framing) The logit lens takes the model's activation at an intermediate layer and multiplies it by the unembedding matrix, the map normally applied only at the final layer, to see which tokens the intermediate
    (method) The logit lens reads an intermediate activation by applying the unembedding matrix directly, which corresponds to setting $J_\ell = I$ in the paper's formulation. This approximation is reasonable in l
mechanistic-interpretability  [framing+method]
    (framing) Mechanistic interpretability seeks to identify what a model's internal activations represent and which components compute what, grounding claims in causal experiments such as patching and ablation rat
    (method) Mechanistic interpretability aims to explain model behavior by identifying the internal components, directions, and circuits that implement it, rather than by observing input-output behavior alone. Te
post-training  [experiments+framing]
    (experiments) Post-training teaches the model to behave as the Assistant character rather than to predict arbitrary text. Section 6's comparisons pair a production post-trained model with its corresponding pretrain
    (framing) A language model is first pretrained purely on next-token prediction over a large corpus, yielding a base model, and then post-trained, via supervised fine-tuning and reinforcement learning against re
prompt-injection  [experiments+framing]
    (experiments) In the case study from the Opus 4.5 system card, an auditing agent returned fabricated search results alleging that Anthropic had disbanded its interpretability team; the model ignored the results ent
