MERGE BRIEF - monosemanticity
299 concepts from 3 extractors (experiments, framing, method); 288 distinct ids; 91 currently major; 9 at the floor.

Every id below already exists. The apply step unions duplicates, carries
sectionIds and prerequisites across, and writes the file. You decide only
what is listed at the end.

======================================================================
ALL CONCEPTS  (id | tier | floor | parent | sections | from | name - summary)
linear-representation-hypothesis | major | | parent=feature | §2.1,6.1,7.1 | framing | Linear representation hypothesis - The claim that networks represent meaningful properties as directions in activation space, so that interpretable concepts are linear functions of acti
local-code | minor | | parent=local-vs-compositional-codes | §7.2 | framing | Local code - A representation with one dedicated unit per thing represented, including per combination of properties.
local-vs-compositional-codes | major | | parent=- | §7.2 | framing | Local versus compositional codes - Two ways to represent a combination of properties: one unit per combination (local), or separate units that combine (compositional).
log-likelihood-ratio | minor | FLOOR | parent=computational-proxy | §12,3 | experiments | Log-Likelihood Ratio - The log of the ratio of a string's probability under one hypothesis to its probability under a baseline distribution.
log-likelihood-ratio-proxy | major | | parent=feature-proxies | §12 | method | Log-Likelihood Ratio Form - Proxies take the form $\log(P(s|\text{hypothesis})/P(s))$ — how much more likely the string is under the feature's hypothesis than under the general d
logit-weight | major | | parent=feature-downstream-effects | §3.1.3,3.1.4,3.1.5,3.2.2,3.2.4,3.3 | experiments | Logit Weight - A linear approximation of how much a feature, when active, raises or lowers the logit of each output token.
logit-weight-caveats | minor | | parent=logit-weight | §3.1.3 | experiments | Ways Logit Weights Could Mislead - Three stated ways the linear logit weight could overstate a feature's real influence on the model.
logit-weight-disagreement | minor | | parent=logit-weight-similarity | §5.3.1 | framing | When logit weights disagree but features match - The extreme case: two features with activation correlation 0.98 and a negative logit weight correlation that are nonetheless doing the same job.
logit-weight-median-centering | minor | | parent=logit-weight | §3.1.3 | experiments | Median-Centering the Logit Weights - Because softmax is shift-invariant, logit weights have no absolute scale; the paper shifts each feature's weights so its median is zero.
logit-weight-second-mode | minor | | parent=logit-weight | §3.1.3,3.1.5,3.2.2,3.3,3.4 | experiments | The Second Mode in Logit Weights - The recurring finding that a feature's logit weight histogram has a large mode at zero plus a small, far-right mode of tokens specific to the feature'
logit-weight-similarity | major | | parent=universality | §5.3.1 | framing | Logit weight similarity - Comparing features by what they do rather than when they fire: correlate their logit weight vectors, indexed by vocabulary token.
logit-weights | major | | parent=- | §5.1,5.2.1,5.2.2,5.3.1,7.1 | framing | Logit weights - The vector, one entry per vocabulary token, giving how much a feature's firing pushes up or down each next-token logit.
loss-proportional-input-sampling | minor | | parent=resampling-procedure | §18.3 | method | Sampling by Squared Loss - Resampled neurons are seeded from inputs chosen with probability proportional to the square of the autoencoder's current loss on them.
loss-recovered-by-features | major | | parent=- | §4.2 | experiments | Fraction of MLP Loss Recovered - The headline number: 79% of the log-likelihood loss reduction the MLP layer provides is recovered by A/1's features, rising to 94.5% for the much larg
loss-recovery-caveats | minor | | parent=loss-recovered-by-features | §4.2 | experiments | Why 79% Should Be Read Cautiously - The paper's own reasons for distrusting its headline number: fraction-of-loss may be the wrong framing, and the features are not fully monosemantic.
lottery-ticket-hypothesis | minor | | parent=neuron-resampling | §18.3 | method | Lottery Ticket Hypothesis - The idea that a trained network's performance comes from a subnetwork whose initialization happened to be favorable. The paper offers it as a possible
low-interval-activation-skew | minor | | parent=interpretability-evaluation-caveats | §4.1.5 | experiments | Caveat: Activations Are Skewed Toward Low Intervals - Most actual feature activations are small, so they fall in exactly the intervals that score worst.
manual-inspection | minor | | parent=evaluating-dictionary-learning | §19,2.5.1 | method | Manual Inspection - Looking at features and asking whether they seem interpretable. Slow and subjective, but the paper treats it as the ground truth the proxies stand in 
manual-interpretability-scoring | major | | parent=- | §4.1.1 | experiments | Manual Human Analysis - A blinded human annotator scoring 412 activation intervals across 162 features and neurons on an interpretability rubric; the paper's most-trusted met
masked-cosine-similarity | major | | parent=feature-splitting | §5.2.1 | framing | Masked cosine similarity - A measure the paper defines for linking a feature in one dictionary to its relatives in another, computed only over tokens where at least one of the t
max-dataset-example-bias | minor | | parent=manual-interpretability-scoring | §4.1.1,4.1.2 | experiments | The Maximal-Example Weakness - The evaluation flaw the paper is correcting for: judging a unit only by its top-activating examples makes polysemantic units look monosemantic.
mean-max-cosine-similarity | minor | | parent=dictionary-learning | §7.3 | framing | Mean max cosine similarity (MMCS) - A measure from prior work for comparing two learned dictionaries by how well each element of one is matched by some element of the other.
mechanistic-anomaly-detection | minor | | parent=finite-state-automata-features | §5.4 | framing | Mechanistic anomaly detection - The idea of noticing when a model's internal mechanism behaves differently in a specific narrow case.
mechanistic-interpretability | major | | parent=- | §2.2,5,7.3,front | framing | Mechanistic interpretability - The program of understanding a neural network by breaking it into components that are easier to understand than the whole, then reasoning about how th
memorization-features | minor | | parent=feature-motifs | §5.1,5.4 | framing | Sequence-memorizing features - Features that respond to a specific long phrase and appear to reproduce it, visible only in large dictionaries.
memorization-in-superposition | minor | | parent=superposition | §5.4,6.1 | framing | Memorization in superposition - A prior finding that when a toy model is trained on repeated small datasets it memorizes datapoints in superposition rather than learning generalizing
mlp-ablation-normalization | minor | | parent=reconstructed-transformer-nll | §19 | method | Normalizing by MLP Ablation - The loss increase from substitution is divided by the loss increase from removing the MLP layer entirely, giving a percentage of the MLP's contributio
mlp-activations-as-decomposition-target | minor | | parent=- | §2 | framing | Why the MLP layer is the target - A one-layer attention-only transformer can be analyzed by rewriting it without reference to hidden states; adding a ReLU MLP makes that impossible, so
mlp-activations-as-target | minor | | parent=one-layer-transformer-testbed | §16,17,2.5 | method | MLP Activations as the Decomposition Target - The vectors being decomposed are the 512-dimensional MLP activations after the ReLU, taken at each token.
model-b | minor | | parent=universality | §5.3.1,5.3.2 | framing | The comparison transformer - A second one-layer transformer with the same architecture, data and hyperparameters as the first, differing only in random seed, with its own dictiona
model-vs-data-question | major | | parent=- | §4.3 | experiments | Do Features Tell Us About The Model Or The Data? - The worry that dictionary learning on activations might be recovering correlations in the dataset rather than anything the model computes, and the pap
monosemanticity | major | | parent=polysemanticity | §1,2.3,front | framing | Monosemanticity - The property of a unit responding to one coherent thing, so that a single interpretation covers when it fires and what it does.
most-correlated-neuron | minor | | parent=feature-neuron-nonalignment | §3.1.4,3.2.3,3.3.2,3.4.1 | experiments | Most Correlated Neuron - The neuron whose activations correlate most with a feature's, over roughly 40 million dataset examples — the paper's preferred way to look for a neuro
mse-loss-and-monosemanticity | minor | | parent=architectural-approaches-to-superposition | §2.3,6.2 | framing | Why MSE models differ from language models - Under mean squared error, polysemantic and monosemantic representations can reach the same loss, and for some feature importance curves the monosemant
mse-reconstruction-term | minor | FLOOR | parent=sparse-autoencoder-loss | §18,2.5,2.5.1 | method | MSE Reconstruction Term - The squared error between the original MLP activation and the autoencoder's reconstruction, averaged over vector elements.
multimodal-neurons | minor | | parent=universality-with-the-literature | §5.3.2 | framing | Multimodal neurons - Units in vision-language models reported to respond to a concept across images and text, including region, person and emotion neurons.
multiple-features-for-one-context | minor | | parent=feature-splitting | §5.2.2 | framing | Multiple features for one context - The converse apparent bug: several features covering what looks like the same concept, which turn out to make finer distinctions when examined.
mutually-exclusive-features-in-superposition | minor | | parent=feature-neuron-nonalignment | §3.1.4 | experiments | Mutually Exclusive Features Are Natural To Superpose - The paper's explanation for why the neuron most correlated with the Arabic feature responds to a mixture of different languages.
neuron-basis-coefficients | minor | | parent=feature-neuron-nonalignment | §3.1.4,3.2.3 | experiments | Feature Coefficients in the Neuron Basis - Reading off how much each neuron contributes to a feature's direction, to see whether the feature is essentially one neuron.
neuron-notation | minor | | parent=feature-notation | §2.7 | method | Neuron Notation - "A/neurons/32" names a transformer MLP neuron rather than a learned feature, so the two can be compared without ambiguity.
neuron-resampling | major | | parent=sparse-autoencoder | §18,18.3,2.5 | method | Neuron Resampling - Periodically reinitializing autoencoder neurons that have stopped firing, aiming them at datapoints the autoencoder currently reconstructs worst.
no-activation-leakage | minor | | parent=automated-interpretability | §22.1,4.1.2 | experiments | No Leakage of Activation Information - The design constraint that nothing about a feature's activation pattern reaches the prediction step except through the written explanation.
noise-injection-for-interpretability | minor | | parent=algorithmic-improvements-for-sparse-autoencoders | §7.3 | framing | Noise injection - Adding noise during training as a separate route to sparse, interpretable representations.
noisy-simulation | minor | | parent=superposition-hypothesis | §2.1.1,front | framing | Noisy simulation of a larger network - The mechanism proposed for superposition: a small network exploits feature sparsity and the geometry of high-dimensional spaces to approximately simul
np-hardness-of-exact-sparse-recovery | minor | | parent=compressed-sensing | §2.4 | method | NP-Hardness of Exact Recovery - Compressed sensing in its exact form is NP-hard, which the paper turns into an argument about what method to use.
one-dimensional-umap-ordering | minor | | parent=feature-umap | §21 | method | One-Dimensional Ordering of Features - The feature list is sorted by a one-dimensional UMAP fit to the unclustered features together with the cluster medoids.
one-layer-transformer | minor | FLOOR | parent=- | §2,5.1,5.3.1 | framing | The one-layer transformer studied - The subject model: one attention block and one ReLU MLP block with 512 neurons, trained autoregressively on 100 billion tokens of the Pile.
one-layer-transformer-testbed | major | | parent=- | §16,2.6 | method | The One-Layer Transformer Testbed - The model under study: a one-layer transformer with a 128-dimensional residual stream and a 512-neuron ReLU MLP, overtrained on 100 billion Pile token
othello-linear-representation-debate | minor | | parent=linear-representation-hypothesis | §2.1,6.1 | framing | The linear-representation exchange - An exchange in which one paper found an apparent counterexample to features-as-directions and a second resolved it by finding an alternative, linear i
overcomplete-basis | minor | | parent=superposition | §2,2.1.1,front | framing | Overcomplete basis - A set of directions spanning an activation space that contains more directions than the space has dimensions.
overcompleteness | major | | parent=sparse-dictionary-learning | §18,2.4 | method | Overcompleteness - Having more dictionary directions than the dimension of the space they live in. The paper insists this is what separates its setting from ordinary dis
overtraining | minor | | parent=one-layer-transformer-testbed | §16,2.6 | method | Overtraining the Transformer - Training the small model on far more tokens than compute-optimal, on the hypothesis that this yields cleaner representations in superposition.
path-expansion-logit-attribution | minor | | parent=logit-weight | §3.1.3 | experiments | Path Expansion / Logit Attribution - The technique of tracing a single linear path from an internal direction all the way to the logits, taken from the transformer circuits framework.
pearson-correlation | minor | FLOOR | parent=- | §22.1,3.1.2,3.1.5 | experiments | Pearson Correlation - The standard linear correlation coefficient between two variables, ranging from -1 to 1.
phenomenology | minor | | parent=- | §5 | framing | Phenomenology - The paper's name for using the feature decomposition to reason about properties of the model, by analogy to phenomenology in physics.
pile-dataset | minor | | parent=one-layer-transformer-testbed | §16,17 | method | The Pile - The public 800GB text corpus the transformers are trained on, chosen over Anthropic's internal dataset for reproducibility.
pinned-feature-sampling | major | | parent=feature-downstream-effects | §1,3.1.3,4.3 | experiments+framing | Pinned Feature Sampling - Fixing a feature's activation at a high value and then sampling from the model, to see whether the generated text matches the feature's interpretation
polysemanticity | major | | parent=- | §2.3,front | framing | Polysemanticity - A single neuron responding to a mixture of seemingly unrelated inputs, which makes it a poor unit for human understanding of the network.
polysemanticity-and-capacity | minor | | parent=polysemanticity | §2.3,6.1 | framing | Polysemanticity and capacity - A mathematical framework, from prior work, for when a network prefers monosemantic versus polysemantic representations.
polysemanticity-without-superposition | major | | parent=architectural-approaches-to-superposition | §2.3 | framing | Polysemanticity without superposition - The finding that individual neurons can be polysemantic even when superposition has been ruled out, because ambiguous representations can achieve lowe
pre-encoder-bias | major | | parent=sparse-autoencoder | §18,18.1,2.5 | method | Pre-Encoder Bias - A bias subtracted from the input before the encoder, constrained to be the negative of the decoder's output bias. The paper lists it as its most impor
prefix-maximization | minor | | parent=feature-proxies | §12,12.3 | method | Maximizing Over Prefixes - The proxy is evaluated over multiple prefixes ending at the token in question, and the maximum is taken.
prior-dictionary-learning-on-embeddings | minor | | parent=dictionary-learning | §6.3,front | framing | Earlier dictionary learning on embeddings - A body of pre-transformer work applying sparse coding, sparse autoencoders, dictionary learning and topic-model methods to word embeddings.
privileged-basis | major | | parent=feature | §6.2,8 | framing | Privileged basis - A basis that the architecture singles out — here the neuron basis, made special by the elementwise activation function — so that features have some te
proxy-binarization | minor | | parent=computational-proxy | §3.1.2,3.2.1 | experiments | Proxy Binarization - Reducing a proxy's continuous log-probability to a yes/no value based on its sign, done when the proxy's distribution is strongly bimodal.
proxy-false-negatives | minor | | parent=weak-activation-hypotheses | §3.1.1 | experiments | Hypothesis 1: The Proxy Is Imperfect - Weak activations may look impure because the proxy misses characters that are genuinely part of the context.
proxy-limitations | minor | | parent=computational-proxy | §3.1.1,3.2.1,3.3,3.4 | experiments | Where the Proxies Fail - The paper's catalog of cases where feature and proxy disagree because the proxy is wrong, not the feature.
randomized-feature-bimodality | minor | | parent=randomized-transformer | §22.2 | experiments | Bimodality of Randomized Features - The randomized model's features split into a single-token cluster and a polysemantic cluster; once separated, the real features win on the second.
randomized-transformer | major | | parent=- | §22.2,4.3 | experiments | Randomized Transformer Baseline - Dictionary learning run on a one-layer model whose weights have been randomly shuffled, used to ask how much of the features' structure comes from the
recognizing-good-features | minor | | parent=good-decomposition-desiderata | §7.3 | framing | How can we recognize good features? - The authors' admission that they have no systematic way to tell whether a dictionary learning run has extracted high-quality features.
reconstructed-nll-overestimate-caveat | minor | | parent=reconstructed-transformer-nll | §19 | method | Why the Percentage Is an Overestimate - The paper says the ablated-MLP baseline may be an especially bad one, so the fraction explained is likely inflated.
reconstructed-transformer-nll | major | | parent=evaluating-dictionary-learning | §19 | method | Reconstructed Transformer NLL - Splice the autoencoder's reconstruction back into the transformer in place of the real MLP activations, and measure how much worse the language modeli
resampled-encoder-scaling | minor | | parent=resampling-procedure | §18.3 | method | Weak Initialization of the Resampled Encoder - A revived neuron's encoder vector is scaled to 0.2 times the average live-neuron encoder norm and its bias set to zero, so it fires only weakly at fir
resampling-procedure | minor | | parent=neuron-resampling | §18.3 | method | The Resampling Procedure - The concrete recipe: at four checkpoints during training, find neurons idle for 12,500 steps and reseed them from poorly-reconstructed inputs.
rubric-effect-size-separation | minor | | parent=feature-interpretability-rubric | §14 | method | Effect-Size Separation Item - A one-point item awarded when inconsistent positive logit effects are at least clearly smaller than the consistent ones.
rubric-interpretation-first | minor | | parent=feature-interpretability-rubric | §14 | method | Interpretation Before Scoring - The rater commits to an interpretation first, then scores the evidence against it — rather than scoring interpretability in the abstract.
run-b-different-seed | minor | | parent=feature-universality | §3.1.5 | experiments | Run B: A Second Transformer With A Different Seed - An independently trained transformer on the same dataset with a different random seed, with its own dictionary learning run, used as the replication t
sae-decoder | minor | | parent=sparse-autoencoder | §2.1,5.2,8 | framing | Decoder as the dictionary - The linear down-projection whose weight matrix columns are the feature directions.
sae-encoder | minor | | parent=sparse-autoencoder | §2.1 | framing | Encoder and pre-encoder bias - The map from activations to feature activations: $f_i(x) = \mathrm{ReLU}(W_e(\mathbf{x} - \mathbf{b}_d) + \mathbf{b}_e)_i$.
sampling-without-replacement | minor | | parent=autoencoder-training-dataset | §17 | method | Sampling Without Replacement - Each activation vector is seen at most once during autoencoder training. The paper says not repeating data is important for optimal results.
scalability-of-analysis | minor | | parent=mechanistic-interpretability | §7.3 | framing | Scalability of analysis - The barrier that would remain even if sparse autoencoders fully solved superposition: turning microscopic feature-level insight into a macroscopic und
scaling-laws-for-dictionary-learning | minor | | parent=scaling-sparse-autoencoders | §7.3 | framing | Scaling laws for dictionary learning - The wanted-but-missing relationships between subject model size and the autoencoder width and data needed to decompose it.
scaling-sparse-autoencoders | major | | parent=sparse-autoencoder | §7.3 | framing | Scaling sparse autoencoders - The open engineering problem of applying this method to frontier models, which the authors call one of the most important questions going forward.
script-proxy-via-bayes | minor | | parent=feature-proxies | §12.3 | method | Script Proxies via Bayes' Rule - For features about writing systems, $P(s|\text{script})$ is obtained by inverting an easy-to-compute $P(\text{script}|s)$.
self-exciting-feature-loop | minor | | parent=finite-state-automata-features | §5.4 | framing | Single-node loop - The simplest case: a feature that increases the probability of tokens which would themselves activate it again.
sharper-predictions-argument | minor | | parent=are-token-in-context-features-real | §5.2.1,7.2 | framing | The sharper-predictions argument - The reason to think local codes are real: a compositional code forces the logits for 'the in Physics' to be a sum of two generic contributions, while 
single-token-features | minor | | parent=randomized-transformer | §22.2,5.2.2 | experiments+framing | Single Token Features - Features where the same token carries the largest activation in all twenty top-interval examples; abundant in the randomized model and trivially easy 
solu | minor | | parent=architectural-approaches-to-superposition | §5.1,5.3.2,6.2 | framing | SoLU activation - An activation function proposed in earlier work to make more transformer neurons interpretable by encouraging features to align with the neuron basis.
solu-base64-neuron | minor | | parent=base64-feature | §3.3 | experiments | The Earlier Base64 Neuron - A base64 neuron previously found in the SoLU paper, which the authors take as a hint that base64 might be universal across architectures and datasets.
sparse-autoencoder | major | | parent=dictionary-learning | §18,2,2.1,2.3,2.4,2.5 | framing+method | Sparse autoencoder - The model used to do dictionary learning here: one ReLU layer up to a wide hidden layer of feature activations, one linear layer back down, trained on
sparse-autoencoder-loss | major | | parent=sparse-autoencoder | §18,2.5 | method | Reconstruction Plus Sparsity Loss - The training objective: mean squared reconstruction error plus an L1 penalty on the hidden activations, $\mathcal{L} = \frac{1}{|X|}\sum_\mathbf{x} \|
sparse-coding | minor | | parent=dictionary-learning | §6,6.3 | framing | Sparse coding - The family of methods that represent data as sparse combinations of dictionary elements — the tradition this work sits in.
sparse-dictionary-learning | major | | parent=- | §18,2.4,2.5 | method | Sparse Dictionary Learning - The problem of writing each activation vector as a sparse combination of directions drawn from a fixed, larger-than-necessary set. The paper frames th
sparse-probing | minor | | parent=universality-with-the-literature | §5.3.2,6.1 | framing | Sparse probing - Training sparse linear probes on activations to find whether a property is represented, and by how few neurons.
sparsity-of-natural-latent-variables | minor | | parent=sparse-dictionary-learning | §2.4 | method | Sparsity of Natural Latent Variables - The long-standing hypothesis that the underlying variables generating natural data are mostly inactive at any moment. The paper uses it to justify ask
spearman-correlation | minor | FLOOR | parent=- | §22.1,22.3,4.1.2 | experiments | Spearman Rank Correlation - Correlation computed on the ranks of values rather than the values themselves.
splitting-is-not-a-tree | minor | | parent=feature-splitting | §5.2.1 | framing | Splitting is not a tree - Features at one dictionary size can both split and merge to form the features at the next, so the refinement structure is a general graph rather than 
subtoken-script-sampling | minor | | parent=script-proxy-via-bayes | §12.3 | method | Handling Partial-Character Tokens - When a token is not a complete Unicode character, its script is estimated empirically by sampling occurrences of it in the corpus.
superposition | major | | parent=- | §2,2.1.1,6.1,7.1,front | framing | Superposition - A hypothesized phenomenon in which a network represents more independent features than it has neurons, by giving each feature its own linear combinati
superposition-all-the-way-down | minor | | parent=architectural-approaches-to-superposition | §2.3 | framing | Superposition all the way down - The worry that the learned dictionary might itself use superposition, which the paper argues its MSE-plus-sparsity objective avoids.
superposition-hypothesis | major | | parent=superposition | §2.1.1,7.1 | framing | Superposition hypothesis - The claim that neural networks 'want to represent more features than they have neurons', and do so by approximately simulating a larger, sparser netwo
the-pile | minor | FLOOR | parent=- | §2,5.3.1,5.4 | framing | The Pile - An 800GB public dataset of diverse text used to train the transformers in this paper.
theories-of-superposition | major | | parent=- | §7.1 | framing | Theories of superposition, revised - The paper's reassessment of the picture it inherited: features clump into dense related groups and may not be one-dimensional, which the earlier toy p
three-approaches-to-superposition | minor | | parent=superposition | §2.3,front | framing | Three approaches to superposition - The strategies laid out in Toy Models: build models without superposition, use dictionary learning on models that have it, or combine the two.
tied-encoder-decoder-weights | minor | | parent=sparse-autoencoder | §8 | framing | Tying encoder and decoder weights - The design question of whether the encoder should be the transpose of the decoder; the replication in Section 8 argues no.
tied-input-output-bias | minor | | parent=pre-encoder-bias | §18,18.1,2.5 | method | Tying the Pre-Encoder and Post-Decoder Bias - The bias subtracted at the input is constrained to equal the negative of the bias added at the output, rather than being learned independently.
token-in-context-features | major | | parent=feature-motifs | §5.1,5.2,7.2 | framing | Token-in-context features - Features that fire on one specific token but only in a particular kind of context — 'the' in mathematics, '<' in HTML.
tokenization-artifacts-in-features | minor | | parent=base64-feature-family | §5.2.2,5.4 | framing | Tokenization artifacts in features - Some feature behavior reflects the tokenizer rather than the content — the digit base64 feature suppresses digits because consecutive digits would hav
too-strong-method-concern | minor | | parent=sparse-dictionary-learning | §2.4 | method | The "Too Strong" Method Concern - The worry that a sufficiently sophisticated decomposition method could recover structure from the activations that the model itself has no way to read
top-dataset-example-search | minor | | parent=feature-neuron-nonalignment | §3.1.4,3.4.1 | experiments | Searching Neurons by Top Dataset Examples - Scanning every neuron's top-activating examples for the target context, as a cross-check that no neuron encodes it.
top-dataset-examples | minor | | parent=- | §1,5.2.2,front | framing | Top activating dataset examples - The standard inspection method: collect the datapoints on which a unit fires most strongly and read off what they have in common.
topk-activation | minor | | parent=disentanglement | §6.2 | framing | TopK activation - Keeping only the k largest hidden activations and zeroing the rest, as a hard way to enforce sparsity.
toy-model-ground-truth | minor | | parent=evaluating-dictionary-learning | §18.1,2.5.1 | method | Toy Models as Ground Truth - Small synthetic setups where the true features are known by construction, used to check that the autoencoder recovers what it should.
toy-models-of-superposition | major | | parent=superposition | §2.3,5.2,6,6.1,7.1,front | framing | Toy Models of Superposition - The authors' earlier paper, which showed superposition arising in small synthetic models and supplied the theoretical picture this paper works from an
training-loss-metric | minor | | parent=evaluating-dictionary-learning | §19 | method | Training Loss as a Proxy - The simplest signal, useful for comparing optimizers and learning rates but meaningless across runs with different L1 coefficients.
transformer-a-and-b | minor | | parent=one-layer-transformer-testbed | §2.6,2.7 | method | The A and B Transformers - Two one-layer transformers identical except for the initialization seed. A is the model studied throughout; B exists to test whether features recur.
transformer-architecture-and-training | minor | | parent=one-layer-transformer-testbed | §16,2.6 | method | Transformer Architecture and Training - Residual stream dimension 128, inner MLP dimension 512 with a ReLU, trained on 100 billion Pile tokens with Adam.
trigram-features | minor | | parent=feature-motifs | §5.1 | framing | Trigram features - Features that implement short fixed continuations, such as predicting '19' after 'COVID-'.
true-features | major | | parent=feature-splitting | §2.6,5.2,7.1 | framing+method | True features - The conjectured idealized set of features dictionary learning would return given unlimited dictionary size.
ultralow-density-cluster | major | | parent=feature-density | §15,4 | experiments | Ultralow Density Cluster - A left mode of features firing on fewer than about one in a million tokens, almost none of which are interpretable; the paper treats them as a trainin
ultralow-density-features | minor | | parent=sparse-autoencoder | §5.2.1,8 | framing | Ultra-low density features - A cluster of learned features that fire on fewer than about one in ten thousand tokens and appear not to be meaningful features of the model.
umap | minor | | parent=feature-umap | §21 | method | UMAP - A dimensionality reduction method that places high-dimensional points in two dimensions while trying to preserve local neighborhood structure.
umap-feature-map | minor | | parent=- | §5.2,front | framing | UMAP feature map - A 2-D projection of feature directions, used to make the geometry of a dictionary browsable and to show that qualitative families are geometric cluste
undercomplete-basis | minor | | parent=overcomplete-basis | §6.3 | framing | Undercomplete basis - A feature set smaller than the dimension of the space being decomposed — what earlier dictionary learning work on transformers recovered.
unicode-block-detection | minor | | parent=script-proxy-via-bayes | §12.3 | method | Unicode Block Detection - Whether a character belongs to a script is decided by checking its Unicode block — for Arabic, ranges including U+0600–U+06FF and U+0750–U+077F.
unicode-token-state-machines | minor | | parent=finite-state-automata-features | §5.4 | framing | Two-node systems from split Unicode characters - Where a script's characters are tokenized as a prefix byte plus a suffix byte, the model alternates between a prefix feature and a suffix feature.
unigram-p-s-estimate | minor | FLOOR | parent=feature-proxies | §12.1 | method | Estimating $P(s)$ with a Unigram Model - The denominator of every proxy is computed as the product of independent per-token unigram probabilities.
unit-norm-dictionary-columns | minor | | parent=dictionary-decoder | §18,18.5 | method | Unit-Norm Dictionary Columns - The columns of $W_d$ are constrained to have L2 norm 1, so that the L1 penalty cannot be gamed by shrinking directions.
universality | major | | parent=- | §1,5,5.3,5.3.1,5.3.2 | framing | Universality - The question of whether the same features form across different models, and the paper's finding that they largely do.
universality-with-the-literature | minor | | parent=universality | §5.3.2 | framing | Matching features to the literature - A stronger universality test: checking whether features found here resemble units reported in other models by other researchers.
untied-decoder-weights | major | | parent=sparse-autoencoder | §18,18.2 | method | Untied Decoder Weights - The encoder weights are learned independently of the decoder weights rather than being constrained to their transpose. The paper reports the two end u
uses-of-a-feature-decomposition | minor | | parent=good-decomposition-desiderata | §2.2 | framing | What a good decomposition would let you do - The concrete affordances the paper claims follow from meeting the three criteria: attribution, monitoring, steering, and input design.
utf8-multi-token-characters | minor | | parent=- | §3.1.1,3.1.2,3.1.3,3.4 | experiments | Split Unicode Characters in Tokenization - Non-Latin Unicode characters are often encoded as several byte tokens, which shapes where script features fire and which tokens their logit weights pr
weak-activation-hypotheses | major | | parent=activation-specificity | §3.1.1 | experiments | Three Hypotheses for Weak Activations - The paper's three candidate explanations for why a feature's low activations look less pure than its high ones: the proxy is imperfect, the model is i
weak-dictionary-learning | minor | | parent=dictionary-learning | §front | framing | A deliberately weak dictionary learning algorithm - The design choice to use a simple, underpowered method — a single-hidden-layer sparse autoencoder — rather than a stronger dictionary learning algorit
weight-interference | minor | | parent=logit-weight | §3.1.5,3.3,3.3.1 | experiments | Weight Interference - The paper's hypothesis that the large central mode of near-zero logit weights is unwanted noise forced by superposition, not deliberate behavior.
weight-shuffling | minor | | parent=randomized-transformer | §4.3 | experiments | Weight Shuffling - The randomization method: shuffle the entries within each weight matrix of the trained model rather than resampling them.
word-vector-arithmetic | minor | | parent=linear-representation-hypothesis | §2.1 | framing | Vector arithmetic in word embeddings - The classic observation that relationships between words correspond to consistent offsets between their embedding vectors.
zero-ablation-baseline | minor | | parent=loss-recovered-by-features | §4.2 | experiments | Zero-Ablation Baseline - The denominator of the loss-recovered fraction: how much loss the model incurs if the MLP layer's output is removed entirely.

======================================================================
SAME ID FROM MORE THAN ONE EXTRACTOR (10)
======================================================================
automated-interpretability  [experiments+framing]
    (experiments) Following Bills et al., the paper uses Claude to generate an explanation of each feature from examples of where it fires, then, in a separate interaction, asks the model to predict activations on prev
    (framing) Two of the paper's four lines of evidence for monosemanticity are automated: an interpretability analysis of activations for all features, and one of logit weights for all features. Running the same p
dead-features  [experiments+framing]
    (experiments) Some autoencoder neurons are left entirely unused by training — active on none of the 100 million dataset examples checked. In A/1 there are 168 of these, and along with the 292 ultralow density featu
    (framing) A known failure mode of training wide sparse autoencoders. The external replication in Section 8 reports finding none, in contrast to the large ultra-low frequency cluster it did find — the distinctio
expansion-factor  [framing+method]
    (framing) The paper trains autoencoders across this whole range on a 512-neuron MLP, and focuses detailed analysis on an 8× run with 4,096 features. Expansion factor is the knob that produces feature splitting:
    (method) With input and output dimension $n$ and hidden dimension $m$, the expansion factor is $m/n$. Because the transformer's MLP has 512 neurons, a 1x dictionary has 512 features and larger factors scale fr
feature-ablation  [experiments+framing+method]
    (experiments) The model is run forward up to the MLP layer, the autoencoder decodes the activations into features, the chosen feature's contribution is subtracted on every token in the context — replacing $\mathbf{
    (framing) The paper describes ablation effects as the thing one would ideally measure to compare features across models: a vector of ablation effects for every feature on every datapoint, where two features who
    (method) The paper runs the model over a full context up through the MLP layer, runs the autoencoder to get feature activations, then at every token replaces $\mathbf{x}^j$ with $\mathbf{x}^j - f_i(\mathbf{x}^
feature-interpretability-rubric  [experiments+method]
    (experiments) The annotator first forms an interpretation from the positive logits and the activations across all intervals, then scores: confidence in the interpretation (0–3), consistency of the high-activation t
    (method) The rater first forms an interpretation of the feature from its positive logits and its activations across all intervals, then scores five things: confidence in that interpretation (0–3), how consiste
l1-sparsity-penalty  [framing+method]
    (framing) The loss is L2 reconstruction error plus an L1 penalty on the hidden layer activations. Without the penalty, an overcomplete autoencoder could reconstruct perfectly using dense, meaningless codes; the
    (method) The term $\lambda\|\mathbf{f}\|_1$ charges the model for every unit of feature activation it uses, and combined with the ReLU this drives most entries of $\mathbf{f}$ to exactly zero rather than merel
pinned-feature-sampling  [experiments+framing]
    (experiments) The paper starts from a prefix where the very weak one-layer model has an expected continuation — the example given is "1,2,3,4,5,6,7,8,9,10" — then sets the feature's activation to its maximum observ
